Issue ID,Rule ID,Screen,URL,Issue Frequency,Assistive Technology Combination,Summary,Steps to Reproduce,Actual Result,Expected Result,Screenshot,WCAG Success Criteria,WCAG Conformance Level,Functional Impact,Accessibility Impact / Severity,Instances,Disability Affected,Recommendation,QA Status,QA Comment,QA Screencast,QA Recommendation,,,,
159,man-sr-13,"PGA Tour - Statistics Tab Details (Templated)
",https://www.pgatour.com/stats/stat.02567.html,Individual,"Windows/Chrome/NVDA
macOS/ Safari/ VoiceOver",Unlabelled controls,"1. Go to the URL.
2. Navigate through the website until reaching the ""Season, Time period & Tournament"".
3. Notice that label is missing for the controls.","The screen reader doesn't announce the purpose of the control when reaching it.

This could potentially confuse the user if they try to access the control in a non-linear way.",The label of combobox is announced to the user by the screen reader using any navigation system.,https://www.screencast.com/t/MNqbsnr0t,4.1.2,A,Low,Critical,,"Visual, Cognitive","(A) Provide a <label> tag with enough and relevant value to understand the control's purpose and associate the tag with the attributes for/id respectively.

Refer to:
https://www.w3schools.com/tags/tag_label.asp

(B) Provide an aria-label attribute to the control with enough and relevant value to understand its purpose.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/ARIA14.html",Open,,,,,,,
160,man-sr-16,PGA Tour- Fantasy,https://www.pgatour.com/fantasy.html,Individual,"Windows/Chrome/NVDA
macOS/ Safari/ VoiceOver",Visually appearing heading not tagged as heading,"1. Go to the URL.
2. Navigate through the website until reaching ""Fantasy Feed"".
3. Notice that the screen reader announces it as plain text.","The screen reader announces ""Fantasy Feed"" as plain text.

This could potentially confuse the user since headings are designed to structure the information in the document.","The screen reader read ""Fantasy Feed"" as a heading level h2.",https://www.screencast.com/t/TKfPnO18F,1.3.1,A,Low,High,,Visual,"Instead of using a <b> tag, use a <h2> tag to provide the proper context.

Refer to:
https://www.w3.org/WAI/WCAG21/Techniques/general/G141",Open,,,,,,,
161,man-sr-44,PGA Tour- Fantasy,https://www.pgatour.com/fantasy.html,Individual,"Windows/Chrome/NVDA
macOS/ Safari/ VoiceOver",Change of context not announced by screen reader,"1. Go to the URL.
2. Navigate through the website until reaching ""RoB bolton twitterfeed""
3.Notice that screen reader does not announced change of context ""Twitter link"".","The screen reader does not announce the content is going to open another tab.

This might confuse the user due to the lack of context they will get when navigating through different web pages.","The screen reader announces that the content is going to open another tab.
","https://www.screencast.com/t/br8JMemA

https://www.screencast.com/t/SfklOIEmrGT",3.3.2,A,Low,Low,"Instances:
1. Leaderboards: Graphical links under heading ""Don't Miss This"" 
","Visual, Cognitive","Provide a visual warning to the links that open a new tab and ensure to provide an aria-label to achieve the same context for screen reader users.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/G201.html
https://www.w3.org/TR/WCAG20-TECHS/ARIA14.html
https://codepen.io/simevidas/pen/MKdmeV?editors=0110
",Open,,,,,,,
162,man-sr-66,PGA Tour- Fantasy,https://www.pgatour.com/fantasy.html,Global,"Windows/Chrome/NVDA
macOS/ Safari/ VoiceOver",Links not grouped,"1. Go to the URL. 
2. Navigate through the website until reaching ""Fantasy feed (fantasy preview for 2020-2021 season)"".
3. Notice that the keyboard focus and the screen reader move twice on the links.","While navigating on the page using arrow keys and tab, screen readers identify that links with same functionality are not grouped together.",Links with same functionality are grouped together to avoid repetition.,"https://www.screencast.com/t/VF4LqSWMyum

https://www.screencast.com/t/I9eMQleT

https://www.screencast.com/t/bqFCDYuk",2.4.3,A,Low,High,"1. PGA Tour Schedule – Tournaments (Templated): A similar issue is observed with the graphics ""left big image, right big image"" near footer region.
2. PGA Tour - Fedex Cup (Templated): All links present under Fedexcup feed (everything tab).
","Visual, Physical, Cognitive",Wrap all the elements with the same href attribute inside one single <a> tag.,Open,,,,,,,
163,man-sr-19,PGA Tour – News,https://www.pgatour.com/news.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Links must have discernible text,"1. Go to the URL.
2. Navigate through the website using keyboard navigation or tab navigation until reaching ""News Read more link"".
3. Notice the purpose of this link is not being correctly communicated to screen reader users.","The link is not descriptive or accurate, neither is it providing accurate information about where it is redirecting the user to.
 
This might be causing some difficulties for all users to navigate the website—but particularly for those with cognitive, language, and learning disabilities.",The text within the link or the adjacent text provide full context about where the user is going to be redirected to.,https://www.screencast.com/t/eIniwvJrsN9,2.4.4,A,Low,High,,"Cognitive, Visual","Three possible actions
a. Add more descriptive text within the <a> tag.
b. Use an aria-label or aria-labelledby attribute to provide proper context to each link.
c. Use an aria-describedby attribute to add more information about the link.

Refer to:
https://developers.google.com/web/fundamentals/accessibility/semantics-aria/aria-labels-and-relationships
https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-describedby_attribute",Open,,,,,,,
164,custom,PGA Tour – Statistics,https://www.pgatour.com/stats.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver","Decorative "">"" is not hidden for the screen reader user","1. Go to the URL. 
2. Navigate through the website using keyboard navigation or tab navigation until reaching Top 10 finishes ""> see all"".
3.Notice that decortive > is not hidden for screen reader users.","The decorative "">"" is also read by the screen reader.

this might be causing some difficulties for screen reader users. ",Decorative icon should be hidden for screen reader users.,https://www.screencast.com/t/7GPt0MtuKUP,1.3.1,A,Low,High,Observation: This issue is observed with all similar links present in the application.,"Visual, Cognitive","Remove the decorative symbol from the link text or use attribute with alt="""" for the decorative images.",Open,,,,,,,
165,man-sr-45,Header,https://www.pgatour.com/,Global,"macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",List not announced by screen reader,"1. Go to the URL.
2. Navigate through the website until reaching the ""Menu"" button.
3. Navigate inside to the elements.
4. Notice that the list items are not announced as list by the screen reader.","The list items are not announced as list by the screen reader.

This might confuse the user and it implies an extra effort for them to understand when they enter/leave the list and how many items it contains.",The screen reader announces the list items as a list of desired number of items.,"https://www.screencast.com/t/PxuoTegxqRN

https://www.screencast.com/t/XYu3NXBZ3Ui

https://www.screencast.com/t/Ehg4vIzOyki

https://www.screencast.com/t/RjWYi5hKzv

https://www.screencast.com/t/BcUJxOz3K

https://www.screencast.com/t/tNcPikcSyp",1.3.1,A,High,High,"1. Header: Available Tour
2. Footer links
3. PGA Tour Scheduling - Tournaments – Past Results: Footer","Visual, Cognitive","1. Provide a role=""list"" to the <ul> element.
2. Provide a role=""listitem"" to the <li> elements.

Refer to:
https://www.w3.org/WAI/tutorials/page-structure/content/#lists",Open,,,,,,,
166,custom,Header,https://www.pgatour.com/,Global,"macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Incorrect role and changed state not announced for control,"1. Go to the URL.
2. Navigate through the website until reaching ""Menu"" button and now expand.
3. Navigate inside the expanded menu to the elements ""Schedule, Players, FedExCup etc.""
4. Now verify the issue.","The screen reader announces the elements ""Schedule, Players, FedExCup etc."" as a ""link"". Also, changed state not announced.","The screen reader announces the elements ""Schedule, Players, FedExCup etc."" as a ""button"". Also changed state announced by the screen reader user.",https://www.screencast.com/t/iPukioeB,4.1.2,A,High,Critical,,"Visual, Cognitive","(A) Use role = button for the elements.
(B) Use an aria-expanded attribute to provide information about the current state of the element. Initially, set the value to ""false"" and handle the functionality using JS.

Refer to:
https://www.w3.org/WAI/GL/wiki/Using_aria-expanded_to_indicate_the_state_of_a_collapsible_element",Open,,,,,,,
167,man-sr-19,Search Flow,https://www.pgatour.com/,Global,iPhone/ Safari/ VoiceOver,Links must have discernible text,"1. Go to the URL.
2. Navigate through the website until reaching the Search button and now expand.
3. Now enter any search term in the search edit field and select ""Search"" button.
4. Now navigate the search result page.
5. Until reaching the links like ""Learn More, Purchase Tickets, Book a Flight, Rent a Car etc""
6. Notice the purpose of this link is not being correctly communicated to screen reader users.","The links are not descriptive or accurate, neither is it providing accurate information about where it is redirecting the user to.
 
This might be causing some difficulties for all users to navigate the website—but particularly for those with cognitive, language, and learning disabilities.",The text within the link or the adjacent text provide full context about where the user is going to be redirected to.,"https://www.screencast.com/t/gffW1s2w5

https://www.screencast.com/t/abeMqAJS

https://www.screencast.com/t/it0kESCXeDHr",2.4.4,A,Low,High,"1. Search flow : View all link
2. Home","Cognitive, Visual","a. Add more descriptive text within the <a> tag.
b. Use an aria-label or aria-labelledby attribute to provide proper context to each link.
c. Use an aria-describedby attribute to add more information about the link.

Refer to:
https://developers.google.com/web/fundamentals/accessibility/semantics-aria/aria-labels-and-relationships
https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/ARIA_Techniques/Using_the_aria-describedby_attribute

(For PDF Links)
Add more descriptive text within the <a> tag. 
Follow the next standard for non-HTML links:
“<Title of the PDF> (<type of document>, <size> )” e.g.: “<Privacy Policy (PDF, 12Mb)>""",Open,,,,,,,
168,man-sr-25,Search Flow,https://www.pgatour.com/,Global,iPhone/ Safari/ VoiceOver,Change of state not announced,"1. Go to the URL.
2. Navigate through the website until reaching the Search button and now expand.
3. Now enter any search term in the search edit field and select ""Search"" button.
4. Now navigate the search result page.
5. Navigate through the page until reaching the ""Show More"" button.
6. Notice that the screen reader does not announce the current state of the ""Show More"" button.","The state of the ""Show More"" button, whether its content is collapsed or expanded, is not announced by the screen reader.

This might confuse the user due to the lack of information they have about the state of the element.","There is an aria-expanded attribute that indicates the current state of the ""Show More"" button.",https://www.screencast.com/t/ZNsbuibk,4.1.2,A,Low,High,,"Visual, Cognitive","Use an aria-expanded attribute to provide information about the current state of the element. Initially, set the value to ""false"" and handle the functionality using JS.

Refer to:
https://www.w3.org/WAI/GL/wiki/Using_aria-expanded_to_indicate_the_state_of_a_collapsible_element",Open,,,,,,,
169,man-sr-66,Search Flow,https://www.pgatour.com/,Global,iPhone/ Safari/ VoiceOver, Links not grouped,"1. Go to the URL. 
2. Navigate through the website until reaching the Search button and now expand.
3. Now enter any search term in the search edit field and select ""Search"" button.
4. Now navigate the search result page.
5. Navigate through the page until reaching the heading ""PGA Tour Players"" and further navigate the players link.
6. Notice that the screen reader focus move multiple times on the links.",The screen reader identify that links with same functionality are not grouped together.,Links with same functionality are grouped together to avoid repetition.,"https://www.screencast.com/t/sEbe5yIM1f7

https://www.screencast.com/t/e11HrG7dJB

https://www.screencast.com/t/IuJ8eEADv",2.4.3,A,Low,High,1. Home: This issue is applicable on the page for multiple elements.,"Visual, Physical, Cognitive",Wrap all the elements with the same href attribute inside one single <a> tag.,Open,,,,,,,
170,man-sr-10,Home,https://www.pgatour.com/,Individual,iPhone/ Safari/ VoiceOver,Table not implemented,"1. Go to the URL.
2. Navigate the site using the screen reader until reaching the table.
3. Notice that the content is being read as plain text by the screen reader.","The content displayed is not being read as tabular information.

This could potentially confuse the user due the nonexistent relationship between each item and its row/column header.","The screen reader reads the content as a table with desired rows and desired columns, each of the cells can be navigable in any direction and the relationship between the row/column headers and cells is correctly associated.",https://www.screencast.com/t/2lwCdQ7NCjDd,1.3.1,A,High,Critical,,Visual,"1. Use a <table> tag with its corresponding <caption> to clarify the purpose of the table's data.
2. Provide an attribute scope=""col"" to each of the <th> tags within the <thead> tag.
3. Wrap all the content within a <tbody>/<td> and use <th scope=""row""> only for the row header.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/HTML/Element/table#Accessibility_concerns",Open,,,,,,,
171,custom,Home,https://www.pgatour.com/,Individual,"macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Selected state not announced,"1. Go to the URL.
2. Navigate the site using the screen reader until reaching the carousel buttons.
3. Notice that the content is being read as plain text by the screen reader.",The screen reader does not announce the selected state for the carousel buttons.,The screen reader announces the selected state for the carousel buttons.,"https://www.screencast.com/t/qaez2bb7zW

https://www.screencast.com/t/krFn2ebYHVPK

https://www.screencast.com/t/wWJjF2TaorR",4.1.2,A,Low,High,1. PGA Tour – Champions,Visual,"Aria-selected=""true"" for the element.

Refer to: https://www.digitala11y.com/aria-selected-state/",Open,,,,,,,
172,man-sr-39,Home,https://www.pgatour.com/,Individual,"macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",List not implemented,"1. Go to the URL.
2. Navigate through the website until reaching the links.
3. Notice that the list tag not implemented for the links like ""LEADERBOARD, HOW TO WATCH, TEE TIMES & FEDEXCUP"".","The list tag not implemented for the links like ""LEADERBOARD, HOW TO WATCH, TEE TIMES & FEDEXCUP"".

This might confuse the user and it implies an extra effort for them to understand when they enter/leave the list and how many items it contains.","The screen reader announces the links like ""LEADERBOARD, HOW TO WATCH, TEE TIMES & FEDEXCUP"" as a list of 4 items.",https://www.screencast.com/t/9CvLLbOMyE5,1.3.1,A,High,High,,"Visual, Cognitive","1. Wrap each group of links inside a <li> tag and then wrap the group inside a <ul> tag.
2. Provide the desire visual style using CSS.

Refer to:
https://www.w3.org/WAI/tutorials/page-structure/content/#lists",Open,,,,,,,
173,custom,Home,https://www.pgatour.com/,Global,iPhone/ Safari/ VoiceOver,Visual label not provided,"1. Go to the URL.
2. Notice that a visual label is not provided for the pop-up button below heading ""PGA TOUR FEED"".","Visual label is not provided for the pop-up button below heading ""PGA TOUR FEED"".

Relaying on placeholder only may result in a challenge for people with color blindness or cognitive disabilities. People should never lose context with what they're writing.","Visual label is available for the pop-up button below heading ""PGA TOUR FEED"".",https://www.screencast.com/t/xmenmVQh3u,3.3.2,A,Low,Low,,"Visual, Cognitive","Add a visual label to the input using the <label> tag and properly it link to the input using the attribute ""for"".

or remove display:none/visibility:hidden from the label tag

Refer to:
https://www.w3schools.com/tags/tag_label.asp",Open,,,,,,,
174,man-sr-60,Footer,https://www.pgatour.com/,Global,"macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",No role for control defined,"1. Go to the URL.
2. Navigate through the website until reaching footer and navigate to the element ""Cookie Choices"".
3. Notice that the screen reader announces the button ""Cookie Choices"" as plain text.","The screen reader announces the button ""Cookie Choices"" as a plain text.","The screen reader announces the element ""Cookie Choices"" as a 'button'.","https://www.screencast.com/t/0wS7u1Iyg6m

https://www.screencast.com/t/8muEHDgad

https://www.screencast.com/t/O2786YYIwnH5

https://www.screencast.com/t/mGGAatV1",4.1.2,A,High,High,"1. Cookie Choices modal: This issue is applicable for the elements ""Strictly Necessary Cookies, Performance Cookies and Opt Out of Targeting Cookies"".
2. PGA Tour Scheduling - Tournaments – Past Results: Footer
3. PGA Tour Scheduling - Tournaments – Past Results: How to watch button.","Visual, Cognitive","Use role = button for the element ""Cookie Choices"".",Open,,,,,,,
175,man-sr-16,Footer,https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Visually appearing heading not tagged as heading,"1. Go to the URL.
2. Navigate through the website until reaching the footer.
3. Now navigate to the heading text ""CONNECT WITH THE PGA TOUR"".
4. Notice that the screen reader announces the text ""CONNECT WITH THE PGA TOUR"" as plain text.","The screen reader announces the text ""CONNECT WITH THE PGA TOUR"" as plain text.

This could potentially confuse the user since headings are designed to structure the information in the document.","The screen reader reads the text ""CONNECT WITH THE PGA TOUR"" as a heading level <h3>.",https://www.screencast.com/t/2weh3cox,1.3.1,A,Low,High,,Visual,"Instead of using a <div> tag, use a <h3> tag to provide the proper context.

Refer to:
https://www.w3.org/WAI/WCAG21/Techniques/general/G141",Open,,,,,,,
176,man-sr-25,Footer,https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Change of state not announced,"1. Go to the URL.
2. Navigate through the website until reaching footer section of the page and navigate to the element ""Cookie Choices"".
3. Navigate inside the modal to the elements ""Strictly Necessary Cookies, Performance Cookies and Opt Out of Targeting Cookies"".
4. Notice that the screen reader does not announce the current state of the elements ""Strictly Necessary Cookies, Performance Cookies and Opt Out of Targeting Cookies"".","The state of the elements ""Strictly Necessary Cookies, Performance Cookies and Opt Out of Targeting Cookies"", whether its content is collapsed or expanded, is not announced by the screen reader.

This might confuse the user due to the lack of information they have about the state of the element.",There is an aria-expanded attribute that indicates the current state of the button.,https://www.screencast.com/t/IjtnWNDcC,4.1.2,A,Low,High,,"Visual, Cognitive","Use an aria-expanded attribute to provide information about the current state of the element. Initially, set the value to ""false"" and handle the functionality using JS.

Refer to:
https://www.w3.org/WAI/GL/wiki/Using_aria-expanded_to_indicate_the_state_of_a_collapsible_element",Open,,,,,,,
177,man-sr-5,Home,https://www.pgatour.com/,Global,"macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Unnecessary alternative text,"1. Go to the URL.
2. Navigate the page using the screen reader until reaching the image.
3. Notice that irrelevant content is being read by the screen reader.","Unnecessary content is being read by the screen reader when it reaches svg images.

This could potentially confuse the user due to the content's lack of relevance.",No content should be read when the screen reader reaches decorative images.,"https://www.screencast.com/t/ifUHgxtgN

https://www.screencast.com/t/Gf5UeKZ1dt

https://www.screencast.com/t/TwV02I5bzrN",1.1.1,A,Low,High,,"Visual, Auditory","Images that do not display relevant content, or are used for layout or non-informative purposes, or are used for illustrative purposes for the surrounding text, should have null alt text (alt="""") to avoid repetitive or unnecessary content being announced to screen reader users.

Refer to:
https://www.w3.org/WAI/tutorials/images/decorative/",Open,,,,,,,
178,man-sr-4,Home,https://www.pgatour.com/,Global,"macOS/ Safari/ VoiceOver
iPhone/ Safari/ VoiceOver",Incorrect alternative text,"1. Go to the URL.
2. Navigate the site using the screen reader until reaching the interactive images above heading ""PGA TOUR  FEED"".
3. Notice incorrect/irrelevant content is being read by the screen reader.","The images gives incorrect information to the user when it is reached by the screen reader.

This could potentially confuse the user due the content's lack of relevance or it being incorrect.",The screen reader reads the provided alternative text as it is relevant to the image and its context.,https://www.screencast.com/t/1F8CcBOe1j7m,1.1.1,A,Low,High,,Visual,"Ensure the <img> has an ""alt"" attribute with correct and relevant information.

Best practices for alternative text:
- Less than 125 characters long.
- Don't start the alt text with expressions such as ""picture of..."" or ""image of..."" 
- Describe the image with as much detail as possible.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/HTML/Element/img
https://www.w3schools.com/TagS/att_img_longdesc.asp
https://moz.com/learn/seo/alt-text",Open,,,,,,,
179,man-sr-5,Footer,https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Unnecessary alternative text,"1. Go to the URL.
2. Navigate the page using the screen reader until reaching footer and navigate to the decorative images.
3. Notice that irrelevant content is being read by the screen reader.","Unnecessary content is being read by the screen reader when it reaches img.

This could potentially confuse the user due to the content's lack of relevance.",No content should be read when the screen reader reaches decorative images.,https://www.screencast.com/t/hFTgA9G9,1.1.1,A,Low,High,,"Visual, Auditory","Images that do not display relevant content, or are used for layout or non-informative purposes, or are used for illustrative purposes for the surrounding text, should have null alt text (alt="""") to avoid repetitive or unnecessary content being announced to screen reader users.

Refer to:
https://www.w3.org/WAI/tutorials/images/decorative/",Open,,,,,,,
180,man-sr-3,Footer,https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Missing alternative text on SVG,"1. Go to the URL.
2. Navigate the page using the screen read until reaching the interactive images below heading ""Don't Miss"".
3. Notice irrelevant content is being read by the screen reader.","The images gives no information to the user when it is reached by the screen reader.

This could potentially prevent the user from accessing important content.",The screen reader reads the provided alternative text as it is relevant to the image and its context.,"https://www.screencast.com/t/4hPIW0P5mXie

https://www.screencast.com/t/35N3cpWpp5uw ",1.1.1,A,Low,High,1. [Global] PGA Tour - Statistics Tab Details (Templated): No alt text provided for ‘Shotlink’ logo,Visual,"Ensure the <img> has an ""alt"" attribute with enough and relevant information.

Best practices for alternative text:
- Less than 125 characters long.
- Don't start the alt text with expressions such as ""picture of..."" or ""image of..."" 
- Describe the image with as much detail as possible.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/HTML/Element/img
https://www.w3schools.com/TagS/att_img_longdesc.asp
https://moz.com/learn/seo/alt-text",Open,,,,,,,
181,man-sr-21,Header,https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Error message not announced,"1. Go to the URL.
2. Navigate through the website until reaching the ""menu"" button.
3. Now navigate inside the menu until reaches the ""Your Email address"" edit field and hit the button ""SIGN UP"" with invalid value and activate it.
4. Notice that the error is not being announced to the user.","On selecting the button ""SIGN UP"" with invalid value, the screen reader user is not aware that an error is occurring.

This could potentially confuse the user as they wouldn't know that an error has just happened.","The screen reader announces the input as invalid as soon as the user trigger action on the button ""SIGN UP"" with invalid value.","https://www.screencast.com/t/JJ5XNbtmk1Vn

https://www.screencast.com/t/nJ4FwHufSV",3.3.1,A,High,High,"1. PGA Tour - News Article (Templated): After selecting button ""SIGNUP"" under form ""Get the latest happenings on TOUR with WiretoWire"", the screen reader does not announce the error message automatically.","Cognitive, Visual","Error msg not associated
1. Add a unique id=""my_unique_id"" attribute to each of the elements that contains the error message.
2. Add an aria-describedby=""my_unique_id"" to each of the form field.
3. Add an aria-invalid=""true"" to the form element when the form field contains an error.
4. Set focus on the first form field with error using JS.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/ARIA1.html
https://www.w3.org/WAI/WCAG21/Techniques/aria/ARIA21.html

Add role=""alert"" attribute to the <element> tag that contains the error message.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/ARIA19.html",Open,,,,,,,
182,custom,Header,https://www.pgatour.com/,Global,Windows/ Chrome,Visual label not provided,"1. Go to the URL.
2. Navigate through the website until reaching the ""menu"" button.
3. Now navigate inside the menu until reaches the ""Your Email address"" edit field.
4. Notice that a visual label is not provided for  ""Your Email address"" edit field.","Visual label is not provided.

Relaying on placeholder only may result in a challenge for people with color blindness or cognitive disabilities. People should never lose context with what they're writing.","Visual label is available for  ""Your Email address"" edit field.",https://www.screencast.com/t/crnKQ4we,3.3.2,A,Low,Low,,"Visual, Cognitive","Add a visual label to the input using the <label> tag and properly it link to the input using the attribute ""for"".

Refer to:
https://www.w3schools.com/tags/tag_label.asp",Open,,,,,,,
183,man-sr-29,Header,https://www.pgatour.com/,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Status message not announced,"1. Go to the URL.
2. Navigate through the website until reaching the ""menu"" button.
3. Now navigate inside the menu until reaches the ""Your Email address"" edit field and hit the button ""SIGN UP"" with valid value and activate it.
4. Notice that the screen reader does not announce the status message.","The status message is not being announced to the screen reader user.

This might confuse the user or lead to a waste of time.",The status message is announced to the screen reader user without interrupting the reading flow.,https://www.screencast.com/t/uaXsm7vpzj9,4.1.3,AA,Low,High,,Visual,"Provide a role=""status"" with an aria-live=""polite"" attribute to the dynamic element.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/Accessibility/ARIA/ARIA_Techniques/Using_the_alert_role
https://developer.mozilla.org/en-us/docs/Web/Accessibility/ARIA/ARIA_Techniques/Using_the_status_role",Open,,,,,,,
184,man-sr-71,"Leaderboards
View player details",https://www.pgatour.com/leaderboard.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Change of state not announced,"1. Go to the URL.
2. Navigate through the website until reaching the sortable column header.
3. Notice that the screen reader does not announce the current state of the sortable header.","The state of the sortable column header, whether it's content is descending or ascending, is not announced by the screen reader.

This might confuse the user due to the lack of information they have about the state of the element.",There is an aria-sort attribute that indicates the current state of the sortable table.,https://www.screencast.com/t/MKkReKK8kaE,4.1.2,A,High,High,Observation: A similar issue is observed with all sortable tables.,"Visual, Cognitive, Physical","1. Provide an aria-sort=""ascending"" and handle the value depending on the state using JS.
2. Wrap the content of the th inside a <button> tag.
3. Add an aria-label to the button with the current sort type to close the gap between different assistive technologies.

Refer to:
https://inclusive-components.design/data-tables/",Open,,,,,,,
185,man-sr-58,"Leaderboards
View player details",https://www.pgatour.com/leaderboard.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Missing alternative text on SVG,"1. Go to the URL.
2. Navigate the page using the screen read until reaching the table.
3. Navigate inside the table to the column header for ""Column 1 and Column 3"".
4. Notice irrelevant content is being read by the screen reader.","The informative icon gives no information to the user when it is reached by the screen reader.

This could potentially prevent the user from accessing important content.",The screen reader reads the provided alternative text as it is relevant to the image and its context.,"https://www.screencast.com/t/SXd1YkNdg

https://www.screencast.com/t/4rL55elMtMx",1.1.1,A,Low,High,,Visual,"Add aria-labelledby=""title ID"" pointing to the DOM id of a manually inserted <title> element.

Best practices for alternative text:
- Less than 125 characters long.
- Don't start the alt text with expressions such as ""picture of..."" or ""image of..."" 
- Describe the image with as much detail as possible.

Refer to:
https://developer.mozilla.org/en-US/docs/Web/HTML/Element/img
https://www.w3schools.com/TagS/att_img_longdesc.asp
https://moz.com/learn/seo/alt-text",Open,,,,,,,
186,man-sr-13,"Leaderboards
View player details",https://www.pgatour.com/leaderboard.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Unlabelled controls,"1. Go to the URL.
2. Navigate through the website until reaching the ""Add Favourites"" pop-up button.
3. The element is announced but its purpose is missing.","The screen reader doesn't announce the purpose of the control when reaching it.

This could potentially confuse the user if they try to access the control in a non-linear way.",The control's name is announced to the user by the screen reader using any navigation system.,https://www.screencast.com/t/tVLGtlVLe,4.1.2,A,Low,Critical,,"Visual, Cognitive","(A) Provide a <label> tag with enough and relevant value to understand the control's purpose and associate the tag with the attributes for/id respectively.

Refer to:
https://www.w3schools.com/tags/tag_label.asp

(B) Provide an aria-label attribute to the control with enough and relevant value to understand its purpose.

Refer to:
https://www.w3.org/TR/WCAG20-TECHS/ARIA14.html",Open,,,,,,,
187,man-key-2,"Leaderboards
View player details",https://www.pgatour.com/leaderboard.html,Global,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Missing tooltip interaction,"1. Go to the URL.
2. Navigate through the page until you reach the the table.
3. Use the ENTER or SPACEBAR keys to activate the toggle tip.","The tooltip is being displayed only on hover.

This might result in some extra information or hint being unavailable for keyboard-only users.",The tooltip is being displayed whether the element is on hover or on focus status. It can be dismissed by pressing the ESC key and focus goes back to the element which originally opened the tooltip once it's closed.,https://www.screencast.com/t/QchkaGADMR ,2.1.1,A,High,High,,"Visual, Cognitive, Physical","1. Wrap the dialog inside a <button> and give a ""display:none"" to the hidden elements on the page using CSS instead of using the ""visibility"" property set as ""hidden"".
2. Provide an attribute type=""button"" to the <button> element.
3. The dialog should have a tabindex=-1 attribute and it should gain focus when the button is clicked on by using JS method focus().
4. Provide a role=""status"" so the screen readers can make the announcement.

Refer to:
https://inclusive-components.design/tooltips-toggletips/ 
https://developers.google.com/web/fundamentals/accessibility/focus/using-tabindex
https://css-tricks.com/inclusively-hidden/",Open,,,,,,,
188,man-sr-64,"Leaderboards
 View player details",https://www.pgatour.com/leaderboard.html,Individual,"Windows/ Chrome/ NVDA
macOS/ Safari/ VoiceOver",Element not read by screen reader,"1. Go to the URL.
2. Navigate through the website until reaching content with ""LEGEND..TOUR TOP 10"".
3. Notice that screen reader remains silent.",The screen reader remains silent when reaching information available on screen.,All the elements should be read by screen reader.,https://www.screencast.com/t/MoGfeUKzBI,1.3.1,A,Low,Critical,,"Visual, Cognitive","Remove aria-hidden=""true"" attribute from <div> having class=""legend-wrapper"".",Open,,,,,,,
189,man-sr-45,PGA Tour – About,https://www.pgatour.com/company/aboutus.html,Individual,"
macOS/ Safari/ VoiceOver",List not announced by screen reader,"1. Go to the URL.
2. Navigate through the website until reaching the content under 'PGA TOUR schedule'
3. Notice that the screen reader is announcing the content just as text.","The content are announced just as text by the screen reader.

This might confuse the user and it implies an extra effort for them to understand when they enter/leave the list and how many items it contains.",The screen reader announces the content as a list of 5 items.,https://www.screencast.com/t/Iyyh2IdCnUD,1.3.1,A,High,High,,"Visual, Cognitive","1. Provide a role=""list"" to the <ul> element.
2. Provide a role=""listitem"" to the <li> elements.

Refer to:
https://www.w3.org/WAI/tutorials/page-structure/content/#lists",Open,,,,,,,
